WS,ID,Visual Score,Biological Score,Conductivity (uS/cm),Turbidity (NTU),Phosphate (mg/l),Nitrate (mg/l),pH,Temperature (°C),E.coli (cfu),E.coli Method,date
MIDO,719,38.0,,148.8,4.28,,,6.77,12.9,,,2016-11-06
MIDO,802,,14.0,87.4,0.63,,,6.6,12.7,,,2016-11-06
MIDO,804,50.0,,79.8,0.85,,,6.66,13.1,,,2016-11-06
MIDO,805,43.0,,77.6,15.6,,,6.51,13.8,,,2016-11-06
MIDO,811,43.0,,45.6,1.88,,,6.58,13.3,,,2016-11-06
MIDO,816,48.0,,65.4,0.81,,,6.72,14.9,,,2016-11-06
MIDO,817,52.0,,51.5,,,,6.76,12.1,,,2016-11-06
MIDO,818,42.0,,102.6,0.6,,,6.48,12.9,,,2016-11-06
MIDO,820,,,51.6,1.48,,,7.0,13.1,,,2016-11-06
MIDO,825,35.0,,67.3,6.85,,,6.33,15.2,,,2016-11-06
MIDO,826,42.0,,59.9,1.42,,0.5,6.47,14.4,,,2016-11-06
MIDO,828,36.0,,97.5,2.08,,,6.49,14.1,,,2016-11-06
MIDO,831,23.0,,112.6,1.89,,,6.53,14.8,,,2016-11-06
MIDO ,508,36.0,,55.3,4.92,,0.7,6.72,12.0,,,2016-11-06
MIDO ,702,28.0,,56.4,6.27,,2.0,7.8,,140.0,,2016-11-06
MIDO ,801,,,130.7,5.9,,0.6,6.46,16.5,,,2016-11-06
NORO,108,41.0,,63.0,1.45,,,6.54,13.8,,,2016-11-06
NORO,110,42.0,,45.9,4.45,,,6.4,13.2,,,2016-11-06
NORO,111,45.0,,96.0,8.06,,,6.45,12.5,,,2016-11-06
NORO,114,34.0,,92.8,8.79,,,6.54,14.0,,,2016-11-06
NORO,117,40.0,,68.1,8.88,,,6.41,11.7,,,2016-11-06
NORO,201,36.0,,71.6,7.91,,,6.44,12.9,,,2016-11-06
NORO,301,24.0,,74.9,5.65,,,6.4,13.4,,,2016-11-06
NORO,401,45.0,,71.9,3.84,,,6.59,,480.0,,2016-11-06
NORO,405,46.0,,45.8,3.07,,,6.73,11.7,,,2016-11-06
NORO,407,48.0,,53.9,5.69,,,6.58,10.7,,,2016-11-06
NORO,502,42.0,,182.2,2.6,,0.6,6.24,14.4,,,2016-11-06
NORO,503,39.0,13.0,80.2,2.67,,0.7,6.54,12.7,,,2016-11-06
NORO,503,33.5,,75.0,4.86,,,6.38,13.6,,,2016-11-06
NORO,504,,,109.6,1.58,,0.2,6.49,14.7,,,2016-11-06
NORO,505,40.0,,115.9,4.85,,,6.34,11.7,,,2016-11-06
NORO,506,,,117.9,2.62,,,5.43,15.9,,,2016-11-06
NORO,510,31.0,,92.6,10.63,,0.9,6.57,14.5,,,2016-11-06
NORO,511,46.0,,60.6,14.7,,,6.63,,,,2016-11-06
NORO,512,45.5,,68.2,10.52,,,6.43,13.1,,,2016-11-06
NORO,513,,,70.9,5.07,,1.0,5.55,12.2,,,2016-11-06
NORO,514,40.0,,80.9,2.36,,0.8,6.52,12.2,480.0,,2016-11-06
NORO,515,43.0,,81.3,2.5,,,6.73,12.6,,,2016-11-06
NORO,516,,12.0,254.0,0.06,,,6.42,,,,2016-11-06
NORO,517,27.0,,92.7,8.35,,,6.52,14.0,,,2016-11-06
NORO,519,41.0,,46.0,3.7,,,6.8,13.0,175.0,,2016-11-06
NORO,520,43.0,,159.4,2.55,,,6.45,14.9,,,2016-11-06
NORO,527,38.0,,157.4,7.12,,0.0,6.5,15.0,,,2016-11-06
NORO,601,41.0,6.0,681.0,1.97,,3.9,6.01,13.1,,,2016-11-06
NORO,603,31.0,,64.7,1.05,,,6.47,16.3,,,2016-11-06
NORO,604,36.0,,607.0,1.06,,,6.19,13.6,,,2016-11-06
NORO,605,41.0,,175.2,7.5,,,6.61,15.6,,,2016-11-06
NORO,609,49.0,,199.7,5.06,,,6.33,16.6,,,2016-11-06
NORO,610,31.0,,93.7,8.03,,,6.4,15.0,,,2016-11-06
NORO,611,30.0,,78.8,9.13,,,6.46,17.7,,,2016-11-06
NORO,615,30.0,,166.4,0.24,,,6.71,16.0,,,2016-11-06
NORO,627,29.0,,169.8,2.43,,,6.35,16.8,,,2016-11-06
BICO,101,39.0,,95.5,6.55,,1.1,5.9,8.0,,,2017-02-05
MIDO,301,53.0,22.0,43.1,2.28,,0.3,5.72,8.0,,,2017-02-05
MIDO,504,,,55.2,,,,6.0,,,,2017-02-05
MIDO,509,25.0,,56.7,3.37,,,5.91,7.7,,,2017-02-05
MIDO,511,33.0,,47.1,5.74,,2.4,6.11,8.3,,,2017-02-05
MIDO,512,,,,,,0.7,,,,,2017-02-05
MIDO,515,32.0,,52.5,3.47,,1.1,5.97,7.5,,,2017-02-05
MIDO,601,39.0,15.0,58.1,5.08,,0.8,5.71,7.4,,,2017-02-05
MIDO,604,44.0,,57.4,6.36,,0.4,5.62,7.7,,,2017-02-05
MIDO,605,44.0,,54.7,3.96,,,6.21,7.9,,,2017-02-05
MIDO,606,42.0,,53.8,4.3,,,6.19,7.5,,,2017-02-05
MIDO,608,27.0,,56.5,4.8,,0.7,5.71,7.8,,,2017-02-05
MIDO,609,47.0,,54.6,2.8,,0.7,5.98,8.3,,,2017-02-05
MIDO,610,60.0,,58.6,5.3,,0.7,5.67,7.6,,,2017-02-05
MIDO,611,42.0,,59.4,5.23,,,6.1,7.8,,,2017-02-05
MIDO,612,45.0,,58.4,4.46,,0.7,5.61,,,,2017-02-05
MIDO,613,40.0,,57.0,,,0.7,6.05,7.3,,,2017-02-05
MIDO,614,43.0,,59.6,4.31,,0.6,5.62,7.5,,,2017-02-05
MIDO,616,41.5,,73.3,3.98,,,5.73,8.7,,,2017-02-05
MIDO,617,43.0,,51.9,8.85,,1.0,5.96,8.9,,,2017-02-05
MIDO,702,28.0,,56.6,5.32,,,5.71,7.4,,,2017-02-05
MIDO,706,,,45.3,8.14,,0.5,6.08,7.5,95.0,,2017-02-05
MIDO,707,39.0,25.0,111.1,3.96,,1.1,5.89,7.3,430.0,,2017-02-05
MIDO,708,,,49.4,6.7,,,6.23,,,,2017-02-05
MIDO,709,,,60.6,3.41,,1.3,5.91,7.6,,,2017-02-05
MIDO,712,,,73.4,2.53,,1.1,6.17,7.7,,,2017-02-05
MIDO,719,39.0,,85.4,6.76,,0.8,5.87,,,,2017-02-05
MIDO,818,40.0,,94.2,1.93,,0.5,5.65,8.2,,,2017-02-05
MIDO,828,34.0,,70.8,1.96,,0.9,5.65,9.6,,,2017-02-05
NORO,108,21.0,,56.3,2.09,,0.4,5.96,8.6,,,2017-02-05
NORO,114,38.0,,75.8,11.4,,0.9,5.92,7.5,,,2017-02-05
NORO,401,47.0,,54.5,8.31,,0.8,6.08,8.7,115.0,,2017-02-05
NORO,501,27.0,,67.6,9.12,,1.3,5.99,7.5,1185.0,,2017-02-05
NORO,502,26.0,,139.4,1.45,,1.6,5.85,9.7,,,2017-02-05
NORO,503,24.0,12.0,67.0,5.72,,1.0,6.5,7.5,655.0,,2017-02-05
NORO,504,39.0,,100.1,2.33,,,5.9,9.9,,,2017-02-05
NORO,505,31.0,,68.5,9.28,,,6.13,7.0,,,2017-02-05
NORO,510,38.0,,72.5,7.31,,0.9,5.97,7.9,,,2017-02-05
NORO,511,29.0,,56.0,5.11,,1.0,6.04,8.4,,,2017-02-05
NORO,512,41.0,,65.8,8.78,,,6.0,7.3,1465.0,,2017-02-05
NORO,514,31.0,,64.3,5.2,,0.7,5.92,8.3,270.0,,2017-02-05
NORO,517,38.0,,195.1,2.47,,1.5,5.59,10.8,,,2017-02-05
NORO,518,32.0,,247.2,2.91,,3.1,5.68,9.8,,,2017-02-05
NORO,519,43.0,,43.6,5.91,,0.8,6.19,9.7,475.0,,2017-02-05
NORO,520,37.0,,122.7,2.2,,1.1,5.79,8.6,,,2017-02-05
NORO,527,32.0,,118.4,2.25,,1.2,5.78,8.7,,,2017-02-05
NORO,601,33.0,7.0,664.9,5.68,,0.7,5.24,8.8,,,2017-02-05
NORO,603,42.0,,570.3,2.25,,,5.57,8.3,,,2017-02-05
NORO,604,38.0,,652.4,5.43,,3.4,5.43,9.3,,,2017-02-05
NORO,605,48.0,,90.7,,,0.8,6.0,9.2,,,2017-02-05
NORO,609,34.0,,99.7,6.45,,1.3,5.97,8.8,,,2017-02-05
NORO,610,30.0,,73.2,7.03,,,6.21,8.1,,,2017-02-05
NORO,611,36.0,,107.0,4.25,,0.5,5.79,9.0,,,2017-02-05
NORO,615,30.0,,103.7,1.59,,,5.96,10.6,,,2017-02-05
NORO,627,38.0,,194.6,1.84,,,5.83,10.5,,,2017-02-05
BICO,101,40.0,,62.3,68.1,,,6.81,14.2,,,2017-04-08
BICO,201,49.0,15.0,45.8,14.5,,1.0,6.79,14.2,,,2017-04-08
MIDO,103,35.0,,70.8,46.3,,0.0,6.86,13.8,,,2017-04-08
MIDO,301,42.0,19.0,47.0,10.1,,0.6,6.87,12.2,625.0,,2017-04-08
MIDO,305,32.0,,46.2,38.2,,,6.75,13.6,,,2017-04-08
MIDO,502,22.0,,48.6,57.2,,1.2,6.82,13.7,,,2017-04-08
MIDO,503,24.0,,53.3,56.0,,1.2,7.09,,,,2017-04-08
MIDO,505,43.0,,54.4,,,,6.95,17.2,,,2017-04-08
MIDO,506,22.0,,61.4,56.0,,,6.84,17.3,,,2017-04-08
MIDO,507,35.0,,84.0,28.6,,,6.89,15.1,,,2017-04-08
MIDO,508,33.0,,50.9,12.3,,,6.74,16.8,,,2017-04-08
MIDO,509,36.0,,47.8,53.1,,,6.96,14.3,,,2017-04-08
MIDO,510,37.0,,,28.3,,,,13.5,,,2017-04-08
MIDO,511,38.0,,50.4,,,,6.74,12.6,,,2017-04-08
MIDO,512,47.0,,42.4,31.7,,1.5,7.02,13.9,,,2017-04-08
MIDO,515,42.0,,49.8,69.6,,,6.65,12.1,,,2017-04-08
MIDO,601,35.0,14.0,58.2,13.5,,1.1,7.01,12.2,510.0,,2017-04-08
MIDO,604,42.0,,57.3,21.0,,,6.84,13.5,,,2017-04-08
MIDO,605,16.0,,52.0,24.6,,,6.64,12.2,,,2017-04-08
MIDO,606,38.0,,51.6,16.4,,,6.62,12.0,,,2017-04-08
MIDO,608,25.0,,56.1,18.4,,0.8,6.95,12.8,,,2017-04-08
MIDO,609,41.0,,42.7,20.1,,,6.32,13.0,,,2017-04-08
MIDO,610,46.0,,57.8,32.0,,0.8,7.07,12.3,535.0,,2017-04-08
MIDO,611,32.0,,43.5,21.4,,0.3,6.86,12.1,,,2017-04-08
MIDO,612,30.0,,57.5,16.3,,,6.82,12.9,,,2017-04-08
MIDO,613,44.0,,58.4,21.8,,,6.81,13.4,,,2017-04-08
MIDO,614,43.0,,47.6,11.2,,0.8,6.87,12.4,,,2017-04-08
MIDO,616,25.0,,99.3,24.5,,0.9,6.65,12.7,,,2017-04-08
MIDO,617,44.0,,,14.2,,,,13.3,,,2017-04-08
MIDO,701,43.0,,60.8,,,,6.7,12.5,,,2017-04-08
MIDO,702,33.0,,53.6,15.7,,,6.83,13.4,,,2017-04-08
MIDO,704,39.0,22.0,105.5,53.3,,2.7,6.74,13.4,380.0,,2017-04-08
MIDO,706,44.0,,45.8,5.41,,0.7,6.86,11.9,805.0,,2017-04-08
MIDO,707,39.0,,87.3,26.7,,1.2,7.0,13.2,640.0,,2017-04-08
MIDO,708,49.0,,48.0,14.5,,3.6,6.93,11.9,,,2017-04-08
MIDO,708,,,122.8,,,,6.99,,280.0,,2017-04-08
MIDO,709,45.0,,69.0,5.93,,,6.41,13.7,,,2017-04-08
MIDO,712,40.0,,46.9,13.4,,,6.72,13.3,,,2017-04-08
MIDO,718,46.0,,,23.0,,1.9,,15.9,,,2017-04-08
MIDO,719,38.0,,65.1,81.4,,0.0,7.08,13.8,,,2017-04-08
MIDO,801,37.0,,67.6,88.8,,1.8,7.07,13.5,1110.0,,2017-04-08
MIDO,802,31.0,10.0,79.1,58.1,,0.6,7.12,12.1,,,2017-04-08
MIDO,804,47.0,,75.0,7.14,,0.9,6.88,11.5,,,2017-04-08
MIDO,805,48.0,,54.4,7.37,,0.5,6.71,15.0,,,2017-04-08
MIDO,806,45.0,,43.4,10.2,,,6.84,13.5,,,2017-04-08
MIDO,811,35.0,,71.6,43.5,,,6.54,11.8,,,2017-04-08
MIDO,814,23.0,,67.8,3.95,,0.7,6.36,,,,2017-04-08
MIDO,816,29.0,,54.2,8.13,,,6.96,11.4,,,2017-04-08
MIDO,817,34.0,,52.4,8.86,,0.5,6.75,13.0,,,2017-04-08
MIDO,818,42.0,,117.6,12.1,,,7.3,12.5,,,2017-04-08
MIDO,820,42.0,,42.4,4.51,,,6.66,12.1,,,2017-04-08
MIDO,825,39.0,,78.3,7.83,,1.1,6.62,14.3,955.0,,2017-04-08
MIDO,826,31.0,,114.0,9.83,,1.3,6.45,15.2,2200.0,,2017-04-08
MIDO,828,36.0,,69.5,4.55,,,6.76,14.8,,,2017-04-08
MIDO,831,44.0,,108.9,51.5,,,6.98,14.5,,,2017-04-08
NORO,102,46.0,,,3.59,,,,12.6,,,2017-04-08
NORO,107,,,67.3,34.7,,,6.84,,,,2017-04-08
NORO,108,29.0,,67.6,,,1.2,7.2,12.5,,,2017-04-08
NORO,109,40.0,,36.6,8.82,,,6.81,12.4,,,2017-04-08
NORO,110,,,71.6,5.31,,,7.03,12.5,,,2017-04-08
NORO,111,,,60.5,35.9,,,6.97,12.9,,,2017-04-08
NORO,114,34.5,,52.5,20.1,,0.2,6.8,12.9,,,2017-04-08
NORO,115,44.0,,44.4,41.2,,,6.97,11.9,,,2017-04-08
NORO,117,,,47.8,7.83,,,6.9,12.7,,,2017-04-08
NORO,201,43.0,,54.4,9.28,,,6.97,14.3,,,2017-04-08
NORO,301,41.0,,60.0,41.5,,,7.01,13.8,,,2017-04-08
NORO,402,38.0,,48.5,6.39,,0.5,6.62,12.5,,,2017-04-08
NORO,403,41.0,,41.0,6.81,,,6.35,12.8,,,2017-04-08
NORO,405,47.0,,46.5,9.93,,,6.74,11.5,,,2017-04-08
NORO,407,37.0,,34.7,19.7,,0.8,6.77,13.1,,,2017-04-08
NORO,501,,,52.5,21.1,,0.8,6.68,12.9,2000.0,,2017-04-08
NORO,502,33.0,,174.0,6.05,,1.5,6.98,13.1,,,2017-04-08
NORO,503,39.0,9.0,56.3,40.1,,,6.78,12.8,1120.0,,2017-04-08
NORO,504,30.0,,125.5,7.77,,1.9,6.65,12.7,,,2017-04-08
NORO,505,,,89.8,16.8,,,6.62,14.3,,,2017-04-08
NORO,506,37.0,,139.2,4.38,,,6.54,16.1,,,2017-04-08
NORO,510,,,59.6,52.7,,1.4,6.93,,1205.0,,2017-04-08
NORO,511,28.0,,57.7,23.8,,,6.74,12.7,,,2017-04-08
NORO,512,,,50.4,17.2,,0.7,6.82,15.5,,,2017-04-08
NORO,513,43.0,,53.7,58.6,,,6.66,14.7,,,2017-04-08
NORO,514,33.0,,51.0,57.2,,1.2,6.86,13.2,3700.0,,2017-04-08
NORO,515,,,55.1,44.6,,1.1,6.71,,,,2017-04-08
NORO,516,40.0,,235.0,2.74,,,7.02,15.1,,,2017-04-08
NORO,517,31.0,,214.5,3.13,,2.3,6.99,14.3,,,2017-04-08
NORO,518,30.0,,298.7,6.85,,,6.93,13.9,,,2017-04-08
NORO,519,,,35.4,14.8,,,6.53,14.9,,,2017-04-08
NORO,520,45.0,,,47.8,,0.4,,13.2,,,2017-04-08
NORO,527,42.0,,58.5,47.4,,,6.76,13.4,,,2017-04-08
NORO,560,,,58.5,,,,6.9,,,,2017-04-08
NORO,601,33.0,,486.0,11.6,,2.2,6.61,13.7,,,2017-04-08
NORO,603,,,461.0,19.2,,2.7,6.77,13.0,,,2017-04-08
NORO,604,29.0,,486.0,27.4,,,6.8,14.4,,,2017-04-08
NORO,605,45.0,,65.0,62.3,,1.6,7.01,13.3,,,2017-04-08
NORO,609,,,62.8,57.0,,,6.86,13.5,,,2017-04-08
NORO,610,,,59.3,49.3,,,6.96,13.6,,,2017-04-08
NORO,615,22.0,,198.9,4.32,,1.7,6.99,13.5,,,2017-04-08
NORO,627,41.0,,100.0,16.0,,,6.47,15.6,,,2017-04-08
BICO,101,42.0,,105.0,6.7,,1.8,6.81,25.3,,,2017-07-30
MIDO,505,41.0,,76.4,3.58,,,7.23,,,,2017-07-30
MIDO,507,39.0,,70.6,4.01,,,7.24,22.9,,,2017-07-30
MIDO,508,39.0,,58.5,1.34,,,7.36,23.1,,,2017-07-30
MIDO,509,30.0,,65.9,2.56,,0.8,7.22,,,,2017-07-30
MIDO,515,30.0,,60.2,1.67,,,7.27,22.2,,,2017-07-30
MIDO,601,44.0,,66.3,2.37,,1.0,7.31,,680.0,,2017-07-30
MIDO,604,42.0,,69.4,3.72,,,7.25,22.5,,,2017-07-30
MIDO,605,,,60.8,32.7,,,7.32,,,,2017-07-30
MIDO,608,,,68.4,3.58,,1.0,7.34,23.3,,,2017-07-30
MIDO,609,46.0,,65.2,1.23,,,7.32,20.8,,,2017-07-30
MIDO,610,46.0,,69.0,3.63,,0.9,7.16,22.5,,,2017-07-30
MIDO,612,44.0,,,,,,,22.8,,,2017-07-30
MIDO,613,,,66.8,16.9,,,7.27,21.7,,,2017-07-30
MIDO,614,34.0,,66.5,3.66,,,7.29,22.7,,,2017-07-30
MIDO,616,43.0,,82.1,1.5,,,7.01,21.3,3250.0,,2017-07-30
MIDO,617,46.0,,72.6,23.4,,,6.87,19.9,,,2017-07-30
MIDO,702,33.0,,74.3,2.27,,,7.3,23.1,,,2017-07-30
MIDO,704,40.0,,137.4,3.61,,5.5,6.92,20.2,725.0,,2017-07-30
MIDO,707,43.0,,163.7,1.66,,1.5,6.83,22.5,,,2017-07-30
MIDO,708,54.0,,116.7,1.55,,1.4,7.11,20.5,,,2017-07-30
MIDO,709,34.0,,68.1,1.78,,2.7,7.05,20.1,,,2017-07-30
MIDO,712,39.0,,77.7,2.6,,2.0,7.08,20.9,,,2017-07-30
MIDO,719,,,110.0,5.41,,1.8,6.93,25.1,,,2017-07-30
MIDO,801,42.0,,102.2,7.38,,1.5,7.2,25.2,155.0,,2017-07-30
MIDO,802,28.0,,84.7,0.17,,1.4,7.15,22.1,1600.0,,2017-07-30
MIDO,804,,,80.2,0.75,,1.3,6.82,,,,2017-07-30
MIDO,805,40.0,,122.0,6.85,,1.6,7.39,,,,2017-07-30
MIDO,811,42.0,,66.5,0.06,,0.9,7.11,21.2,,,2017-07-30
MIDO,825,34.0,,69.0,1.66,,1.1,7.11,21.9,2400.0,,2017-07-30
MIDO,826,38.0,,78.7,0.2,,1.5,7.39,21.5,,,2017-07-30
MIDO,511,37.0,,61.1,5.38,,0.8,7.17,22.7,,,2017-07-30
MIDO,706,46.0,,50.0,1.79,,,7.12,24.1,130.0,,2017-07-30
NORO,501,50.0,,74.3,15.5,,1.6,7.22,21.8,6300.0,,2017-07-30
NORO,503,40.0,,76.3,3.12,,1.5,7.31,22.9,1200.0,,2017-07-30
NORO,510,43.0,,79.2,13.5,,1.3,7.25,25.6,455.0,,2017-07-30
NORO,511,46.0,,66.1,3.49,,1.4,7.28,21.3,,,2017-07-30
NORO,514,48.0,,72.3,4.81,,1.5,7.29,22.3,1800.0,,2017-07-30
NORO,604,40.0,,631.0,0.69,,,6.92,22.4,,,2017-07-30
NORO,605,,,,,,1.0,,,,,2017-07-30
NORO,611,45.0,,117.3,5.78,,0.8,6.95,,,,2017-07-30
NORO,612,,,66.9,1.68,,,7.2,,,,2017-07-30
NORO,627,42.0,,258.9,0.76,,2.7,7.0,22.9,950.0,,2017-07-30
NORO,603,36.0,,521.0,0.0,,5.5,6.88,22.2,,,2017-07-30
BICO,101,40.0,,163.7,4.4,,0.0,6.9,11.3,2500.0,,2017-11-12
MIDO,301,36.0,,53.3,1.7,,0.9,6.86,11.0,,,2017-11-12
MIDO,601,40.0,,70.8,2.3,,1.8,6.8,10.9,1200.0,,2017-11-12
MIDO,604,46.0,,70.2,3.7,,,6.85,11.0,1350.0,,2017-11-12
MIDO,608,21.0,,68.6,2.2,,,6.81,10.9,1350.0,,2017-11-12
MIDO,610,,,70.9,3.9,,1.0,6.77,10.9,1150.0,,2017-11-12
MIDO,612,41.0,,70.6,1.4,,3.4,6.85,10.9,1400.0,,2017-11-12
MIDO,613,26.0,,74.5,2.0,,0.7,6.77,12.0,1350.0,,2017-11-12
MIDO,616,31.0,,91.9,2.9,,,6.72,11.1,3050.0,,2017-11-12
MIDO,617,30.0,,35.6,9.1,,,6.77,12.8,2250.0,,2017-11-12
MIDO,709,,,70.2,4.9,,1.9,6.84,10.6,,,2017-11-12
MIDO,712,,,92.7,11.0,,1.5,6.76,9.9,,,2017-11-12
MIDO,801,42.0,,91.7,0.7,,1.4,6.7,10.2,,,2017-11-12
MIDO,802,39.0,,88.3,0.0,,1.2,6.73,10.1,3150.0,,2017-11-12
MIDO,814,29.0,,72.9,3.4,,1.3,6.7,12.4,3350.0,,2017-11-12
MIDO,817,,,56.7,0.7,,1.0,6.89,11.1,1550.0,,2017-11-12
MIDO,818,35.0,,72.9,0.2,,1.0,6.82,11.9,,,2017-11-12
MIDO,820,41.0,,69.0,0.1,,0.9,6.83,11.3,700.0,,2017-11-12
MIDO,825,36.0,,76.4,2.4,,1.1,6.76,12.3,,,2017-11-12
MIDO,828,33.5,,81.6,2.3,,2.7,6.77,11.9,2750.0,,2017-11-12
MIDO,831,28.0,,118.7,0.0,,1.8,6.64,11.8,5250.0,,2017-11-12
MIDO,609,34.0,,63.2,2.1,,1.2,6.78,11.5,1250.0,,2017-11-12
MIDO,706,,,50.5,6.4,,1.0,6.89,10.5,,,2017-11-12
MIDO,707,37.0,,128.7,1.0,,0.7,6.79,11.5,750.0,,2017-11-12
MIDO,719,37.0,,125.7,4.5,,0.0,6.81,11.3,1650.0,,2017-11-12
MIDO,816,37.0,,72.7,0.45,,1.0,6.83,11.4,1700.0,,2017-11-12
MIDO,826,35.0,,84.2,1.4,,1.2,6.75,11.5,9550.0,,2017-11-12
NORO,108,27.0,,69.4,0.15,,1.0,6.88,11.6,1550.0,,2017-11-12
NORO,114,34.0,,97.2,5.9,,1.0,6.76,11.1,1200.0,,2017-11-12
NORO,401,48.0,,71.5,3.0,,1.1,6.82,12.9,2400.0,,2017-11-12
NORO,501,41.0,,85.5,6.2,,1.5,6.74,10.6,1850.0,,2017-11-12
NORO,503,40.0,,82.9,3.5,,1.5,6.8,10.5,,,2017-11-12
NORO,505,47.0,,96.3,8.8,,,6.72,10.1,1400.0,,2017-11-12
NORO,510,40.0,,90.9,6.3,,1.1,6.71,11.4,3650.0,,2017-11-12
NORO,511,36.0,,73.5,7.2,,1.2,6.81,11.0,6950.0,,2017-11-12
NORO,512,44.0,,77.6,5.5,,1.4,6.79,10.4,650.0,,2017-11-12
NORO,514,30.0,,79.3,4.4,,1.3,6.78,11.2,3900.0,,2017-11-12
NORO,519,42.0,,56.2,5.7,,1.1,6.86,11.5,4750.0,,2017-11-12
NORO,520,35.0,,144.2,4.3,,,6.64,12.0,4950.0,,2017-11-12
NORO,527,35.0,,133.7,2.8,,,6.7,11.9,3700.0,,2017-11-12
NORO,609,37.0,,119.1,5.0,,1.4,6.71,11.9,1600.0,,2017-11-12
NORO,615,30.0,,151.4,1.7,,2.0,6.61,11.1,,,2017-11-12
NORO ,605,34.0,,42.0,,,1.0,6.87,10.0,,,2017-11-12
BICO,101,35.0,,105.2,3.8,,1.8,6.55,4.7,,,2018-01-21
BICO,201,38.0,27.0,59.8,3.3,,1.6,6.63,7.5,,,2018-01-21
MIDO,301,26.0,15.0,56.2,1.5,,1.0,6.7,6.7,2950.0,,2018-01-21
MIDO,601,43.0,19.0,65.6,2.9,,0.7,6.68,,175.0,,2018-01-21
MIDO,604,,,65.1,3.4,,0.3,6.62,6.9,90.0,,2018-01-21
MIDO,605,40.0,,64.4,3.5,,1.1,6.6,7.0,135.0,,2018-01-21
MIDO,606,46.5,,59.2,3.4,,0.9,6.73,6.9,115.0,,2018-01-21
MIDO,608,36.0,,63.7,3.3,,1.4,6.64,6.9,90.0,,2018-01-21
MIDO,609,30.0,,61.2,3.9,,1.0,6.81,7.9,1195.0,,2018-01-21
MIDO,610,34.0,,83.1,0.87,,0.7,6.52,7.9,130.0,,2018-01-21
MIDO,611,34.0,,59.4,4.9,,2.1,6.7,6.4,80.0,,2018-01-21
MIDO,612,32.0,,65.7,2.6,,0.3,6.62,6.7,155.0,,2018-01-21
MIDO,613,28.0,,64.2,5.9,,1.6,6.78,5.9,150.0,,2018-01-21
MIDO,616,34.0,,79.7,0.45,,0.9,6.53,7.9,85.0,,2018-01-21
MIDO,617,30.0,,62.2,7.0,,0.9,6.74,8.9,845.0,,2018-01-21
MIDO,706,,,47.5,3.5,,0.9,6.68,,65.0,,2018-01-21
MIDO,707,38.0,,128.1,0.95,,1.8,6.59,6.4,250.0,,2018-01-21
MIDO,709,,,67.0,1.8,,2.7,6.63,,1150.0,,2018-01-21
MIDO,712,,,81.5,0.25,,2.0,6.55,,170.0,,2018-01-21
MIDO,719,35.0,,99.1,3.4,,1.9,6.56,4.7,145.0,,2018-01-21
MIDO,801,40.0,,95.4,3.1,,1.0,6.56,5.2,75.0,,2018-01-21
MIDO,802,44.0,16.0,86.0,0.77,,1.2,6.53,6.9,200.0,,2018-01-21
MIDO,816,35.0,,66.4,0.37,,0.9,6.79,7.0,230.0,,2018-01-21
MIDO,817,34.0,,59.7,0.55,,0.7,6.79,7.9,455.0,,2018-01-21
MIDO,820,46.0,,52.0,2.6,,1.9,6.76,8.4,310.0,,2018-01-21
MIDO,825,30.0,,73.6,1.7,,1.4,6.61,9.5,490.0,,2018-01-21
MIDO,826,,,148.4,0.45,,2.3,6.4,,30.0,,2018-01-21
NORO,108,34.0,,65.0,0.85,,1.0,6.82,8.3,195.0,,2018-01-21
NORO,114,31.0,,84.8,3.4,,1.2,6.76,5.5,115.0,,2018-01-21
NORO,401,40.0,,69.5,5.2,,1.0,6.9,5.0,185.0,,2018-01-21
NORO,501,37.0,,73.7,6.8,,1.19,6.6,10.0,545.0,,2018-01-21
NORO,502,38.0,,197.5,0.0,,2.2,6.45,9.8,4400.0,,2018-01-21
NORO,511,35.0,,65.5,1.8,,1.0,6.64,7.8,60.0,,2018-01-21
NORO,514,30.0,,80.8,3.5,,1.5,6.63,6.8,115.0,,2018-01-21
NORO,517,32.0,,296.2,0.0,,1.9,6.45,8.7,2390.0,,2018-01-21
NORO,518,32.0,,302.0,1.1,,2.4,6.41,32.0,1540.0,,2018-01-21
NORO,520,34.0,,131.5,0.9,,1.5,6.68,7.9,30.0,,2018-01-21
NORO,527,32.0,,124.6,0.95,,2.4,6.69,8.7,10.0,,2018-01-21
NORO,603,33.0,,552.0,0.85,,3.4,6.28,7.9,15.0,,2018-01-21
NORO,604,37.0,,630.0,3.5,,4.9,6.32,7.5,10.0,,2018-01-21
NORO,611,37.0,,93.4,1.7,,0.6,6.57,7.1,45.0,,2018-01-21
NORO,627,37.0,,216.0,0.0,,2.1,6.55,9.3,285.0,,2018-01-21
BICO,201,,24.0,57.6,7.5,,1.3,6.93,14.5,,mTEC,2018-04-28
MIDO,103,32.0,,84.4,21.9,,1.2,7.22,16.5,270.0,mTEC,2018-04-28
MIDO,301,43.0,17.0,52.1,3.0,,0.3,7.77,,90.0,mTEC,2018-04-28
MIDO,305,31.0,,56.6,17.0,,1.3,6.85,17.6,4400.0,mTEC,2018-04-28
MIDO,505,37.0,,62.3,15.0,,0.7,6.93,15.5,,mTEC,2018-04-28
MIDO,507,37.0,,60.3,,,1.4,7.49,16.9,,mTEC,2018-04-28
MIDO,508,44.0,,58.5,14.9,,1.0,6.88,15.5,,mTEC,2018-04-28
